# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.044434745348782023e+01 1.087502572807055230e+03 5.389026191728970616e+02 1.410052658301442989e+03 9.976925686029338713e-01 2.683074289437399216e+02 4.106182350295559669e-01 1.028340066860081031e-01
1.165637458490163869e+00 6.994733750542146709e+02 2.889412770595031930e+02 3.645181068601568199e+02 1.314038343689147847e-01 4.003462988569831964e+02 1.350328519910744540e-01 4.361188164420876090e-02
1.000000000000000000e+00 7.877911630427838485e-01 1.874200044273951204e-01 8.087446700257518994e-01 2.981601410007529429e-01 5.696026723909254352e-01 -3.878875421407079055e-02 3.722132588247521745e-02
7.877911630427837375e-01 9.999999999999998890e-01 -3.053328752108633651e-02 7.111165986912160175e-01 4.440573996615809205e-01 7.017900586807670482e-01 -3.659253152255094454e-02 4.520720685025104990e-02
1.874200044273951204e-01 -3.053328752108633651e-02 1.000000000000000000e+00 3.412233976171477057e-01 -3.662297520906885873e-01 -3.982535944416890628e-01 -2.710981916455542859e-03 3.902380712367846394e-02
8.087446700257518994e-01 7.111165986912159065e-01 3.412233976171477057e-01 1.000000000000000000e+00 2.441569534952203746e-01 4.885401803360267525e-01 -3.130485697561717628e-02 1.101369610718002656e-01
2.981601410007529429e-01 4.440573996615809205e-01 -3.662297520906885873e-01 2.441569534952204024e-01 1.000000000000000000e+00 7.269304315041942299e-01 -1.230786211534408946e-02 8.045554724689843451e-02
5.696026723909253242e-01 7.017900586807671592e-01 -3.982535944416890072e-01 4.885401803360268080e-01 7.269304315041942299e-01 9.999999999999998890e-01 -2.395995183478425231e-02 8.544185160405333435e-02
-3.878875421407079055e-02 -3.659253152255094454e-02 -2.710981916455543293e-03 -3.130485697561717628e-02 -1.230786211534408946e-02 -2.395995183478425578e-02 9.999999999999997780e-01 2.261583112928911704e-02
3.722132588247522439e-02 4.520720685025104990e-02 3.902380712367846394e-02 1.101369610718002656e-01 8.045554724689843451e-02 8.544185160405332047e-02 2.261583112928911357e-02 1.000000000000000000e+00
