# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.048717308177960561e+01 1.136837447507039087e+03 5.160261368589107178e+02 1.416080702845708629e+03 1.014316628023532951e+00 2.884858775856736770e+02 4.160316036301551779e-01 1.052371318560749308e-01
1.141505462073396204e+00 7.157029556088825757e+02 2.717663178625573437e+02 3.633005554998126172e+02 1.326478938494520809e-01 3.876781169232186812e+02 1.381727948653040661e-01 4.401995784445665583e-02
1.000000000000000000e+00 7.896229739838231954e-01 1.736388624832197192e-01 8.021466061011962578e-01 3.177810589548283882e-01 6.056819934687008855e-01 -5.562898641426870794e-02 -5.575311453385734667e-02
7.896229739838231954e-01 1.000000000000000000e+00 1.799481729046780235e-02 7.208945341150216901e-01 4.688407628726739551e-01 6.962853165318392268e-01 -4.584136860201585423e-02 -4.175689271820039877e-02
1.736388624832197192e-01 1.799481729046780581e-02 9.999999999999997780e-01 3.348067771456784136e-01 -3.362555753404976588e-01 -3.634852046501691469e-01 1.513303870469574416e-02 -2.918627141957226556e-02
8.021466061011962578e-01 7.208945341150216901e-01 3.348067771456784136e-01 1.000000000000000000e+00 2.987016493184531107e-01 5.368922725957482323e-01 -1.073625134708586226e-02 -4.379881780830156141e-03
3.177810589548283882e-01 4.688407628726739551e-01 -3.362555753404976588e-01 2.987016493184531107e-01 1.000000000000000000e+00 7.171885622166904728e-01 -4.661568159769086811e-02 3.325628444598267147e-02
6.056819934687008855e-01 6.962853165318393378e-01 -3.634852046501691469e-01 5.368922725957482323e-01 7.171885622166904728e-01 9.999999999999998890e-01 -3.171523691139505052e-02 5.882302749866757940e-03
-5.562898641426870794e-02 -4.584136860201585423e-02 1.513303870469574243e-02 -1.073625134708586226e-02 -4.661568159769086117e-02 -3.171523691139505052e-02 1.000000000000000000e+00 3.121035722598443189e-03
-5.575311453385733973e-02 -4.175689271820040571e-02 -2.918627141957226556e-02 -4.379881780830156141e-03 3.325628444598267147e-02 5.882302749866757940e-03 3.121035722598443623e-03 1.000000000000000000e+00
