# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.049940512878167098e+01 1.141482767044584307e+03 5.160261368687628192e+02 1.418308974656380315e+03 1.014690243587495821e+00 3.047627300188301547e+02 4.156337834062664993e-01 1.052498708541493438e-01
1.141942513855970232e+00 7.180568750631395005e+02 2.717663178814077014e+02 3.637777429284134882e+02 1.326977104658112472e-01 3.929516812628456819e+02 1.387891555983336855e-01 4.403303483758953113e-02
1.000000000000000000e+00 7.908875174596571300e-01 1.673853173264015781e-01 8.013861440626782739e-01 3.175428045467813543e-01 5.965818291581302946e-01 -4.358265347590609129e-02 -5.767248579094773342e-02
7.908875174596571300e-01 1.000000000000000000e+00 1.422282196260201380e-02 7.213176827344006670e-01 4.690927771807406610e-01 6.866447978447216549e-01 -3.586970528857101603e-02 -4.033267829344770045e-02
1.673853173264015781e-01 1.422282196260201553e-02 9.999999999999997780e-01 3.307911309995862359e-01 -3.378724570163633145e-01 -3.599378734687468384e-01 1.852063627651809319e-02 -2.886829563801952825e-02
8.013861440626782739e-01 7.213176827344005559e-01 3.307911309995862914e-01 1.000000000000000000e+00 2.987176091422083513e-01 5.299396822887855185e-01 -2.035629140495457887e-03 -2.118542461847286711e-03
3.175428045467813543e-01 4.690927771807406055e-01 -3.378724570163633700e-01 2.987176091422083513e-01 1.000000000000000000e+00 7.117440188287211811e-01 -3.727549253823653208e-02 3.365252238361679527e-02
5.965818291581302946e-01 6.866447978447217659e-01 -3.599378734687467829e-01 5.299396822887855185e-01 7.117440188287212921e-01 1.000000000000000000e+00 -1.712950414545799313e-02 2.090587959210128514e-03
-4.358265347590609129e-02 -3.586970528857100909e-02 1.852063627651808972e-02 -2.035629140495457887e-03 -3.727549253823653208e-02 -1.712950414545799313e-02 1.000000000000000000e+00 1.204875172223090173e-02
-5.767248579094773342e-02 -4.033267829344770045e-02 -2.886829563801952825e-02 -2.118542461847287145e-03 3.365252238361679527e-02 2.090587959210128514e-03 1.204875172223090173e-02 1.000000000000000000e+00
