# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.056586162002476037e+01 1.164587342999517659e+03 5.326297165981637818e+02 1.440099562153367515e+03 1.016489751788777429e+00 3.022130799137361805e+02 4.169017684403061863e-01 1.031786739951351950e-01
1.186241023793563443e+00 7.170688896216946659e+02 2.829491221987059362e+02 3.660113273550260828e+02 1.308252968393179561e-01 3.915919107536059869e+02 1.388668989859765113e-01 4.445256765947375871e-02
1.000000000000000000e+00 7.955049383188630419e-01 1.935758650781032042e-01 8.054834046468242192e-01 3.081505292970707077e-01 6.112001727295959252e-01 6.710168086617984348e-03 3.129738856654663837e-02
7.955049383188630419e-01 1.000000000000000000e+00 5.484737290214260208e-02 7.234538667726221339e-01 4.393611681415153791e-01 6.813538873659883421e-01 -2.271338497427918216e-03 2.933023665052170159e-02
1.935758650781032042e-01 5.484737290214259514e-02 9.999999999999997780e-01 3.559370226784562274e-01 -3.436717097376077446e-01 -3.484156392793803514e-01 -2.534352677853048130e-02 7.153705229844366242e-02
8.054834046468242192e-01 7.234538667726222450e-01 3.559370226784562274e-01 1.000000000000000000e+00 2.095680761060856601e-01 5.125190131630300572e-01 5.487585246076114899e-03 7.271454230964295717e-02
3.081505292970707632e-01 4.393611681415153236e-01 -3.436717097376077446e-01 2.095680761060856601e-01 1.000000000000000000e+00 7.018603637128258965e-01 1.220194928000015167e-02 -1.814985165088116867e-03
6.112001727295959252e-01 6.813538873659882311e-01 -3.484156392793803514e-01 5.125190131630299462e-01 7.018603637128257855e-01 1.000000000000000000e+00 3.826749812541548057e-02 -1.507994293299593988e-02
6.710168086617985216e-03 -2.271338497427918216e-03 -2.534352677853047783e-02 5.487585246076114899e-03 1.220194928000015167e-02 3.826749812541548751e-02 9.999999999999997780e-01 3.585800144705291598e-02
3.129738856654663143e-02 2.933023665052170159e-02 7.153705229844367630e-02 7.271454230964295717e-02 -1.814985165088116867e-03 -1.507994293299593988e-02 3.585800144705292292e-02 1.000000000000000000e+00
