# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.049186338870940638e+01 1.133752163442802157e+03 5.248162465534990133e+02 1.410322747655201283e+03 1.013723535415657739e+00 3.078122766990281320e+02 4.109942702567003781e-01 1.039041165855099508e-01
1.146704959844554006e+00 6.997043969244232358e+02 2.815551798379962065e+02 3.512078426464020140e+02 1.243018060118281781e-01 3.825379083587269520e+02 1.362015999955308310e-01 4.673020153855179243e-02
1.000000000000000000e+00 7.978146380937904958e-01 1.654843317858186169e-01 8.055941399164164851e-01 2.927646602300414957e-01 5.905415158100584261e-01 -6.767827136158708354e-04 4.542523138494052731e-02
7.978146380937904958e-01 9.999999999999998890e-01 2.029639845782759203e-02 7.176915364401350583e-01 4.143715455299361583e-01 6.791057206960898762e-01 -1.362729988060779052e-02 5.018911083033393561e-02
1.654843317858186169e-01 2.029639845782759203e-02 1.000000000000000000e+00 3.525689149777050946e-01 -3.466337933079191025e-01 -3.863075671089726826e-01 -2.569228901180067859e-02 5.481436364538207900e-02
8.055941399164164851e-01 7.176915364401350583e-01 3.525689149777050946e-01 1.000000000000000000e+00 2.416686712341013510e-01 4.835978439946209684e-01 -1.877666338375998112e-02 8.872769366463705010e-02
2.927646602300414957e-01 4.143715455299361583e-01 -3.466337933079191025e-01 2.416686712341013232e-01 1.000000000000000000e+00 6.948115972769834947e-01 -2.128445359315604690e-02 2.047922272699361293e-02
5.905415158100583151e-01 6.791057206960898762e-01 -3.863075671089726826e-01 4.835978439946209684e-01 6.948115972769836057e-01 1.000000000000000000e+00 3.088305131550780100e-04 -3.057212081070799069e-03
-6.767827136158708354e-04 -1.362729988060779052e-02 -2.569228901180067859e-02 -1.877666338375997765e-02 -2.128445359315604690e-02 3.088305131550780100e-04 1.000000000000000000e+00 -2.686990501258695874e-02
4.542523138494053425e-02 5.018911083033392867e-02 5.481436364538207900e-02 8.872769366463706397e-02 2.047922272699361293e-02 -3.057212081070799069e-03 -2.686990501258695874e-02 1.000000000000000000e+00
