# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.044605597261834085e+01 1.114026681011948767e+03 5.222420003299164364e+02 1.404036110788034193e+03 1.008949446550826634e+00 2.931347873972334241e+02 4.090375274650568937e-01 1.089179209305053825e-01
1.191349984894722880e+00 6.887204640632686505e+02 2.705592264968934728e+02 3.773613843806198247e+02 1.264111481882574661e-01 3.810022199281361850e+02 1.400750766318984708e-01 4.624704367447667053e-02
1.000000000000000000e+00 7.970437064512949643e-01 2.257119893993622395e-01 8.025580903436317914e-01 2.973238738395401759e-01 5.979089968419278867e-01 -2.274372823506063540e-02 2.158302665516170088e-02
7.970437064512949643e-01 9.999999999999998890e-01 8.194325073961405970e-02 7.086304498716334832e-01 4.267294612668041109e-01 6.749230688686120860e-01 -3.753361466862024931e-02 3.098742870701926000e-02
2.257119893993622395e-01 8.194325073961407357e-02 1.000000000000000000e+00 4.115587360622995350e-01 -3.445596765646911641e-01 -2.953092211211077456e-01 -3.691970955327454618e-02 2.061489953500702382e-02
8.025580903436317914e-01 7.086304498716334832e-01 4.115587360622995350e-01 1.000000000000000000e+00 2.107739308081541529e-01 4.869826294924378685e-01 -3.737569123137911981e-02 5.976941594758143628e-02
2.973238738395401759e-01 4.267294612668041109e-01 -3.445596765646911641e-01 2.107739308081541529e-01 1.000000000000000000e+00 7.225466428495836979e-01 -2.588710704725095263e-02 2.146982982091371131e-02
5.979089968419279977e-01 6.749230688686120860e-01 -2.953092211211077456e-01 4.869826294924378129e-01 7.225466428495836979e-01 1.000000000000000000e+00 -2.403911330947276076e-02 2.766811119354297202e-02
-2.274372823506063540e-02 -3.753361466862024931e-02 -3.691970955327454618e-02 -3.737569123137911981e-02 -2.588710704725095263e-02 -2.403911330947276076e-02 1.000000000000000000e+00 -1.111403327360609150e-02
2.158302665516170435e-02 3.098742870701926000e-02 2.061489953500702382e-02 5.976941594758142934e-02 2.146982982091371478e-02 2.766811119354297202e-02 -1.111403327360608977e-02 1.000000000000000000e+00
