# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.048717308177960561e+01 1.136837447507039087e+03 5.160261368589107178e+02 1.416080702845708629e+03 1.014316628023532951e+00 2.884858775856736770e+02 4.160316036301551779e-01 1.052371318560749308e-01
1.141505462073396204e+00 7.157029556088825757e+02 2.717663178625573437e+02 3.633005554998125604e+02 1.326478938494521087e-01 3.876781169232186812e+02 1.381727948653040383e-01 4.401995784445665583e-02
1.000000000000000000e+00 7.896229739838231954e-01 1.736388624832196914e-01 8.021466061011961468e-01 3.177810589548284992e-01 6.056819934687008855e-01 -5.562898641426879814e-02 -5.575311453385734667e-02
7.896229739838231954e-01 1.000000000000000000e+00 1.799481729046780928e-02 7.208945341150219122e-01 4.688407628726740661e-01 6.962853165318392268e-01 -4.584136860201602076e-02 -4.175689271820039183e-02
1.736388624832197192e-01 1.799481729046780928e-02 1.000000000000000000e+00 3.348067771456784136e-01 -3.362555753404974923e-01 -3.634852046501690359e-01 1.513303870469572508e-02 -2.918627141957227597e-02
8.021466061011961468e-01 7.208945341150218011e-01 3.348067771456784136e-01 1.000000000000000000e+00 2.987016493184531107e-01 5.368922725957483433e-01 -1.073625134708591083e-02 -4.379881780830145732e-03
3.177810589548284992e-01 4.688407628726740106e-01 -3.362555753404974923e-01 2.987016493184531107e-01 1.000000000000000000e+00 7.171885622166904728e-01 -4.661568159769098607e-02 3.325628444598269923e-02
6.056819934687008855e-01 6.962853165318393378e-01 -3.634852046501690914e-01 5.368922725957483433e-01 7.171885622166904728e-01 9.999999999999998890e-01 -3.171523691139514767e-02 5.882302749866757940e-03
-5.562898641426879121e-02 -4.584136860201602076e-02 1.513303870469572682e-02 -1.073625134708591083e-02 -4.661568159769098607e-02 -3.171523691139514767e-02 1.000000000000000000e+00 3.121035722598338672e-03
-5.575311453385733973e-02 -4.175689271820039183e-02 -2.918627141957227597e-02 -4.379881780830145732e-03 3.325628444598269923e-02 5.882302749866757940e-03 3.121035722598338672e-03 1.000000000000000000e+00
