# S12 Cl2 Cl3 s16 R27 Ct180 align23S ALV
# #centered=True, unitless=False, normalized=True
1.050042796596671302e+01 1.129879060984807211e+03 5.338178305289651462e+02 1.419214416041506865e+03 1.008650549098268012e+00 2.902630564139092257e+02 4.091584530387023522e-01 1.079590747640987447e-01
1.183810973310197134e+00 7.009626956324563025e+02 2.781352466973143578e+02 3.784986200033983437e+02 1.279503132380101771e-01 3.872754589718102807e+02 1.397704509572110787e-01 4.504221112563037283e-02
1.000000000000000000e+00 7.943936503094121138e-01 2.319449077303925855e-01 7.982760920604625721e-01 2.889877983844558185e-01 5.916469593541278105e-01 -6.421988426354405775e-03 5.235263176542879690e-03
7.943936503094121138e-01 9.999999999999998890e-01 8.254188273716500657e-02 7.018065059513536319e-01 4.166740010127567562e-01 6.647213508858721420e-01 -2.798691210519670125e-02 4.284503789123620537e-02
2.319449077303925855e-01 8.254188273716500657e-02 1.000000000000000000e+00 4.129938563600278889e-01 -3.483333532745007122e-01 -3.111527083429447282e-01 -1.465149838237472281e-02 3.097652542300267584e-02
7.982760920604625721e-01 7.018065059513536319e-01 4.129938563600278889e-01 1.000000000000000000e+00 2.146349506736160428e-01 4.817897779053744722e-01 -9.477801705592538498e-04 5.068820508313750389e-02
2.889877983844558185e-01 4.166740010127567562e-01 -3.483333532745006567e-01 2.146349506736160706e-01 1.000000000000000000e+00 7.233123590612537956e-01 -3.121629139546354403e-02 2.122894514419671960e-02
5.916469593541278105e-01 6.647213508858720310e-01 -3.111527083429447837e-01 4.817897779053744722e-01 7.233123590612539067e-01 1.000000000000000000e+00 -1.262768970655948550e-02 3.118787806238454072e-02
-6.421988426354404908e-03 -2.798691210519670472e-02 -1.465149838237472281e-02 -9.477801705592538498e-04 -3.121629139546354403e-02 -1.262768970655948550e-02 1.000000000000000000e+00 3.902200394591835014e-02
5.235263176542878823e-03 4.284503789123620537e-02 3.097652542300267930e-02 5.068820508313749695e-02 2.122894514419671960e-02 3.118787806238454072e-02 3.902200394591835014e-02 1.000000000000000000e+00
